address_id,street_address,city,state,zip_code,latitude,longitude
40,7 Thackeray Plaza,Tampa,Florida,33615,28.0081,-82.5805
41,44 Beilfuss Parkway,Corpus Christi,Texas,78475,27.777,-97.4632
42,00 Waubesa Pass,Akron,Ohio,44315,41.028,-81.4632
43,8952 Merchant Way,Chicago,Illinois,60609,41.8097,-87.6533
44,799 Fairview Center,Cumming,Georgia,30130,34.2216,-84.1537
45,7298 Bartelt Circle,Corona,California,,33.7541,-117.474
46,420 Havey Plaza,Monroe,Louisiana,,32.4968,-92.0756
47,60449 Knutson Crossing,Columbus,Ohio,43231,40.081,-82.9383
48,9 Rockefeller Drive,Boulder,Colorado,80328,40.0878,-105.3735
49,5332 Mockingbird Junction,San Francisco,California,94116,37.7441,-122.4863
50,0 Washington Plaza,Paterson,New Jersey,07544,41.0114,-74.3048
51,6687 Main Center,Denver,Colorado,80209,39.7074,-104.9686
52,7977 Acker Circle,Roanoke,Virginia,24048,37.2742,-79.9579
53,251 Oakridge Avenue,Corpus Christi,Texas,78405,27.7762,-97.4271
54,8 Raven Terrace,Orlando,Florida,32835,28.5289,-81.4787
55,0 Duke Parkway,Chattanooga,Tennessee,37405,35.0768,-85.3082
56,47246 Hallows Hill,Cleveland,Ohio,44118,41.5008,-81.5516
57,5 Prairie Rose Way,Greensboro,North Carolina,27499,36.0807,-80.0244
58,77813 Monica Point,Hartford,Connecticut,06105,41.7691,-72.701
59,39946 Mallard Hill,El Paso,Texas,88530,31.6948,-106.3
60,8 Blaine Place,Hartford,Connecticut,06160,41.7665,-72.6933
61,56641 Kings Terrace,Fort Lauderdale,Florida,33320,26.1625,-80.2582
62,33 Forest Run Parkway,Lexington,Kentucky,40586,38.0283,-84.4715
63,01379 Rigney Drive,Rochester,New York,14614,43.1558,-77.6142
64,0386 Lyons Point,Sacramento,California,94280,38.3774,-121.4444
65,8 Lien Pass,Norfolk,Virginia,23514,36.9312,-76.2397
66,62410 Northwestern Road,Pasadena,California,,34.1478,-118.1436
67,38649 Gerald Alley,Aurora,Colorado,80044,39.7388,-104.4083
68,05 Cody Road,Charlotte,North Carolina,28220,35.26,-80.8042
69,405 Surrey Parkway,Amarillo,Texas,79118,35.0763,-101.8349
70,137 Talmadge Park,Santa Fe,New Mexico,,35.6219,-105.8688
71,51006 Bultman Junction,Abilene,Texas,79699,32.4665,-99.7117
72,151 Jay Street,Green Bay,Wisconsin,54313,44.5463,-88.1021
73,6 Corscot Avenue,Albany,New York,12205,42.7198,-73.8207
74,707 Mallard Drive,Houston,Texas,77075,29.6223,-95.26
75,2 Barnett Pass,Saginaw,Michigan,48609,43.3869,-84.0926
76,75 Schmedeman Point,Kansas City,Missouri,64136,39.0187,-94.4008
77,18 Oak Point,Mesa,Arizona,85210,33.3887,-111.8428
78,610 Warrior Plaza,Tulsa,Oklahoma,74133,36.0467,-95.8841
79,37 Pond Drive,Detroit,Michigan,48267,42.2399,-83.1508
80,303 Blue Bill Park Pass,Rochester,New York,14624,43.1216,-77.7311
81,3904 Meadow Ridge Pass,Worcester,Massachusetts,01605,42.2894,-71.7888
82,076 Anhalt Court,Glendale,California,91205,34.1378,-118.2424
83,15083 Cherokee Way,Terre Haute,Indiana,47812,39.4336,-87.4101
84,7266 Eagan Crossing,Anderson,South Carolina,,34.5271,-82.7087
85,08510 Bobwhite Lane,Newport News,Virginia,23612,37.1959,-76.5248
86,73 Esker Court,Roanoke,Virginia,24029,37.2742,-79.9579
87,2411 Kensington Alley,Washington,District of Columbia,20210,38.8933,-77.0146
88,66 Summer Ridge Park,Tacoma,Washington,98411,47.0662,-122.1132
89,2 Randy Parkway,Elizabeth,New Jersey,07208,40.6747,-74.2239
90,237 Roxbury Road,San Antonio,Texas,78255,29.6701,-98.6873
91,8728 Meadow Vale Park,Monticello,Minnesota,55590,45.2009,-93.8881
92,0 Columbus Road,Glendale,Arizona,,33.2765,-112.1872
93,44748 Jay Circle,Ashburn,Virginia,22093,39.0853,-77.6452
94,79076 West Parkway,Mobile,Alabama,36641,30.6589,-88.178
95,08 Northwestern Street,Palmdale,California,93591,34.6019,-117.8123
96,67 Cardinal Court,New Orleans,Louisiana,70160,30.033,-89.8826
97,2 Schiller Drive,Charlottesville,Virginia,,38.0401,-78.4851
98,77 Mesta Point,Pinellas Park,Florida,34665,27.8402,-82.7125
99,13545 Sachtjen Drive,Peoria,Arizona,85383,33.7169,-112.238
100,47 Londonderry Circle,Austin,Texas,78754,30.3423,-97.6673
101,68910 Heffernan Place,Columbus,Ohio,43220,40.0495,-83.0669
102,07218 Atwood Place,Chicago,Illinois,60691,41.8119,-87.6873
103,12 Bartillon Plaza,Killeen,Texas,76544,31.1282,-97.7469
104,76546 Sunbrook Point,Scranton,Pennsylvania,18514,41.4019,-75.6376
105,5 Killdeer Plaza,Maple Plain,Minnesota,55579,45.0159,-93.4719
106,0 Monica Street,New Orleans,Louisiana,70160,30.033,-89.8826
107,93 Homewood Circle,Phoenix,Arizona,85020,33.5623,-112.0559
108,5 Loeprich Center,Fort Lauderdale,Florida,33345,26.1654,-80.2959
109,2576 Bobwhite Park,Tulsa,Oklahoma,,36.1398,-96.0297
110,9 Village Pass,El Paso,Texas,79923,31.6948,-106.3
111,278 Lake View Place,Las Vegas,Nevada,89110,36.173,-115.0669
112,054 Summerview Avenue,Houston,Texas,77020,29.7758,-95.3121
113,6030 Mitchell Avenue,Riverside,California,,33.7529,-116.0556
114,1803 Calypso Plaza,Chicago,Illinois,60624,41.8804,-87.7223
115,75 Hauk Court,Dallas,Texas,75392,32.7673,-96.7776
116,81 Holy Cross Street,Salt Lake City,Utah,84120,40.695,-112.0001
117,6 American Drive,Tacoma,Washington,98447,47.1441,-122.4434
118,73 Toban Trail,San Bernardino,California,92415,34.84,-115.9671
119,44 Cardinal Circle,Baltimore,Maryland,21203,39.2847,-76.6205
120,163 Waxwing Drive,Abilene,Texas,79605,32.432,-99.7724
121,5 Ronald Regan Park,Vero Beach,Florida,32969,27.709,-80.5726
122,3257 Northland Way,Springfield,Massachusetts,01129,42.1223,-72.4876
123,115 Golf Junction,Atlanta,Georgia,31136,33.7473,-84.3824
124,00990 Mandrake Alley,Dallas,Texas,75277,32.7673,-96.7776
125,0332 Bartelt Pass,Seattle,Washington,98148,47.4441,-122.3249
126,627 Moose Parkway,Pittsburgh,Pennsylvania,15255,40.4344,-80.0248
127,02589 Loomis Parkway,Chicago,Illinois,60681,41.8119,-87.6873
128,1776 Loeprich Way,Sarasota,Florida,34276,27.1675,-82.381
129,990 Eliot Way,Baltimore,Maryland,21239,39.361,-76.5891
130,8292 Hoffman Point,Stockton,California,95298,37.9577,-121.2897
131,97388 Bashford Crossing,Louisville,Kentucky,40287,38.189,-85.6768
132,00 Raven Hill,Las Vegas,Nevada,89110,36.173,-115.0669
133,3674 Susan Junction,San Antonio,Texas,78225,29.3875,-98.5245
134,09019 Westridge Pass,South Bend,Indiana,46634,41.5968,-86.293
135,24780 Leroy Junction,Wilmington,Delaware,19897,39.5645,-75.597
136,201 Kingsford Avenue,Salt Lake City,Utah,84110,40.6681,-111.9083
137,7097 Maple Place,Seattle,Washington,98158,47.4497,-122.3076
138,5043 Merchant Pass,Modesto,California,,37.6409,-120.9749
139,829 Sauthoff Way,Bradenton,Florida,34282,27.4272,-82.4387
140,5369 Oakridge Plaza,Chattanooga,Tennessee,37416,35.0942,-85.1757
141,4 Eagan Plaza,Honolulu,Hawaii,96850,21.3095,-157.863
142,709 Hoffman Circle,Houston,Texas,77245,29.834,-95.4342
143,426 Merry Center,Honolulu,Hawaii,96850,21.3095,-157.863
144,63145 Iowa Park,Washington,District of Columbia,20016,38.9381,-77.086
145,343 Melby Crossing,Las Vegas,Nevada,89120,36.0914,-115.0885
146,71815 Golf View Plaza,Fort Smith,Arkansas,72916,35.2502,-94.3703
147,43197 Ryan Terrace,Tallahassee,Florida,32304,30.4478,-84.3211
148,011 Dahle Road,Oklahoma City,Oklahoma,73142,35.599,-97.6251
149,6958 Park Meadow Terrace,Orange,California,92867,33.811,-117.8493
150,76 Norway Maple Drive,Cedar Rapids,Iowa,52410,42.0794,-91.5992
151,6712 Scofield Pass,Saint Paul,Minnesota,55188,45.0059,-93.1059
152,3 Wayridge Alley,Shawnee Mission,Kansas,66220,38.9613,-94.8222
153,88 Butternut Terrace,Portsmouth,Virginia,23705,36.8686,-76.3552
154,59 Golf Course Pass,Tucson,Arizona,,32.215,-110.7758
155,11681 Old Gate Terrace,Washington,District of Columbia,20420,38.9035,-77.0276
156,3 Bayside Parkway,Orlando,Florida,32819,28.4522,-81.4678
157,16 Holmberg Circle,Nashville,Tennessee,37240,36.1866,-86.7852
158,4661 Marquette Road,Springfield,Missouri,65810,37.1136,-93.2896
159,348 Hoffman Park,Arlington,Virginia,22212,38.8808,-77.113
160,03867 Loomis Place,Richmond,Virginia,,37.5242,-77.4932
161,23 Hovde Terrace,Minneapolis,Minnesota,55407,44.9378,-93.2545
162,8262 Hudson Road,Los Angeles,California,90045,33.9631,-118.3941
163,951 Vermont Terrace,Orlando,Florida,32819,28.4522,-81.4678
164,4523 Kennedy Point,South Bend,Indiana,46620,41.5968,-86.293
165,1 Shoshone Street,Flint,Michigan,48505,43.0634,-83.7001
166,2 Shelley Way,Washington,District of Columbia,20088,38.8933,-77.0146
167,075 Saint Paul Street,Syracuse,New York,13217,43.0214,-76.1977
168,989 Farwell Place,Irving,Texas,75037,32.7673,-96.7776
169,49 Monica Hill,Clearwater,Florida,34615,27.9843,-82.7813
170,97180 Mallard Plaza,Cape Coral,Florida,33915,26.6599,-81.8934
171,99 Fisk Pass,Stamford,Connecticut,06912,41.3089,-73.3637
172,498 Elka Park,Winston Salem,North Carolina,27150,36.0275,-80.2073
173,6 Ilene Circle,San Antonio,Texas,78255,29.6701,-98.6873
174,82 Algoma Place,Punta Gorda,Florida,,26.9668,-81.9545
175,1955 Laurel Way,Atlanta,Georgia,30340,33.8932,-84.2539
176,6 Cottonwood Pass,Cincinnati,Ohio,45228,39.0706,-84.4179
177,46981 Eagan Way,Silver Spring,Maryland,20910,38.9982,-77.0338
178,25 Monterey Parkway,Fresno,California,93726,36.7949,-119.7604
179,090 Brown Road,Pittsburgh,Pennsylvania,15225,40.5051,-80.1155
180,10 Brown Point,Tacoma,Washington,98405,47.2484,-122.4644
181,24 Tomscot Road,El Paso,Texas,88589,31.6948,-106.3
182,716 Nobel Plaza,Washington,District of Columbia,20041,38.8933,-77.0146
183,79 Jenna Street,Akron,Ohio,44305,41.076,-81.4644
184,3 Portage Street,Kansas City,Kansas,66105,39.085,-94.6356
185,34 Michigan Circle,Kansas City,Missouri,64109,39.0663,-94.5674
186,65 Loomis Junction,Gaithersburg,Maryland,20883,39.0883,-77.1568
187,4 Lukken Drive,Los Angeles,California,90045,33.9631,-118.3941
188,8 Green Court,Houston,Texas,77276,29.7575,-95.3668
189,198 Nova Hill,New Haven,Connecticut,06520,41.3657,-72.9275
190,071 Bonner Plaza,Washington,District of Columbia,56944,38.8952,-77.0365
191,7911 Atwood Avenue,Indianapolis,Indiana,46231,39.7038,-86.3029
192,5677 Vermont Alley,Boynton Beach,Florida,33436,26.5354,-80.1124
193,56 Norway Maple Hill,Las Vegas,Nevada,89140,36.086,-115.1471
194,63164 Maple Parkway,Los Angeles,California,90065,34.1073,-118.2266
195,8 Oriole Drive,Virginia Beach,Virginia,23464,36.7978,-76.1759
196,7499 Linden Way,Lexington,Kentucky,40596,38.0283,-84.4715
197,59 Mcguire Road,Shawnee Mission,Kansas,66205,39.0312,-94.6308
198,52535 David Street,Van Nuys,California,91406,34.2006,-118.4868
199,20 Marcy Lane,Alexandria,Virginia,22313,38.8158,-77.09
200,9521 Granby Street,Tacoma,Washington,98464,47.0662,-122.1132
201,2 3rd Road,Fort Lauderdale,Florida,33310,26.1443,-80.2069
202,93043 Sommers Point,Salt Lake City,Utah,84152,40.7286,-111.6627
203,6 Milwaukee Crossing,San Antonio,Texas,,29.7026,-98.4759
204,8 Twin Pines Alley,London,Kentucky,40745,37.1376,-84.1156
205,46 Stang Point,Gastonia,North Carolina,,35.284,-81.1897
206,52755 Summer Ridge Lane,Lancaster,Pennsylvania,17622,40.0418,-76.3012
207,830 Mitchell Court,Lubbock,Texas,79405,33.571,-101.8507
208,5339 Bobwhite Way,Ocala,Florida,,29.1565,-82.2095
209,3 Banding Circle,Meridian,Mississippi,39305,32.4401,-88.6783
210,6 Scott Park,Fort Wayne,Indiana,46862,41.0938,-85.0707
211,7906 Twin Pines Circle,London,Kentucky,40745,37.1376,-84.1156
212,5811 Summer Ridge Park,Baton Rouge,Louisiana,70810,30.3633,-91.0919
213,7 Kim Point,Fairbanks,Alaska,99790,64.8561,-146.276
214,97 Heffernan Alley,Fresno,California,,36.7464,-119.6397
215,9 Barnett Way,Oakland,California,94616,37.8044,-122.2698
216,2 Lyons Point,Memphis,Tennessee,38150,35.2017,-89.9715
217,3892 Fisk Trail,Waco,Texas,76711,31.5175,-97.1547
218,1 Anzinger Junction,Columbus,Ohio,43268,39.969,-83.0114
219,809 Oak Avenue,Phoenix,Arizona,85083,33.7352,-112.1294
220,60 Pennsylvania Parkway,Baton Rouge,Louisiana,70820,30.3795,-91.1671
221,29185 Cottonwood Center,Saint Louis,Missouri,63131,38.6171,-90.4504
222,214 Summer Ridge Circle,Topeka,Kansas,66611,39.0142,-95.6982
223,39 Forest Drive,Whittier,California,90605,33.9413,-118.0356
224,74935 Nobel Road,Irving,Texas,,32.8479,-96.974
225,1 Caliangt Drive,Topeka,Kansas,66606,39.0583,-95.7095
226,68 Esker Point,Sacramento,California,,38.6157,-121.5053
227,96 Vera Pass,Corpus Christi,Texas,78465,27.777,-97.4632
228,99 Eggendart Road,Indianapolis,Indiana,46221,39.7509,-86.1924
229,36 Bluestem Parkway,Brockton,Massachusetts,02305,41.9705,-70.7014
230,0557 3rd Drive,Memphis,Tennessee,,35.2017,-89.9715
231,0 Blackbird Trail,Youngstown,Ohio,44555,41.1039,-80.6436
232,1 New Castle Alley,Chicago,Illinois,60624,41.8804,-87.7223
233,57122 1st Court,Kissimmee,Florida,34745,27.9953,-81.2593
234,5 Redwing Street,Lansing,Michigan,48919,42.7286,-84.5517
235,313 Nevada Crossing,Honolulu,Hawaii,96825,21.2987,-157.6985
236,27 Lakeland Center,Rochester,New York,14646,43.286,-77.6843
237,556 Hagan Place,Fort Lauderdale,Florida,33330,26.0663,-80.3339
238,9 Burning Wood Plaza,Washington,District of Columbia,20591,38.8933,-77.0146
239,75 Tony Trail,Baltimore,Maryland,21203,39.2847,-76.6205
240,6606 Tennessee Point,Brooklyn,New York,11215,40.6669,-73.9828
241,43 Schiller Center,Syracuse,New York,13224,43.0421,-76.1046
242,74114 Heath Circle,Philadelphia,Pennsylvania,,39.9473,-75.15
243,082 Jenna Center,Mobile,Alabama,36616,30.671,-88.1267
244,3555 Prairie Rose Pass,Phoenix,Arizona,,33.2765,-112.1872
245,2 Cottonwood Crossing,Fairbanks,Alaska,99790,64.8561,-146.276
246,380 Badeau Crossing,Herndon,Virginia,22070,38.9776,-77.386
247,3672 Thackeray Hill,Frankfort,Kentucky,40618,38.2341,-84.8748
248,4040 Artisan Lane,Grand Junction,Colorado,81505,39.1071,-108.5968
249,28 Grayhawk Parkway,Paterson,New Jersey,07544,41.0114,-74.3048
250,9 Northwestern Terrace,Spring,Texas,77388,30.0505,-95.4695
251,18149 Vidon Lane,Cleveland,Ohio,44197,41.6857,-81.6728
252,3 Birchwood Alley,Bridgeport,Connecticut,06673,41.3089,-73.3637
253,221 Orin Lane,Pasadena,California,91131,33.7866,-118.2987
254,318 Kipling Plaza,San Diego,California,92115,32.7607,-117.0721
255,98 Delladonna Court,El Paso,Texas,88535,31.6948,-106.3
256,15844 Lakewood Point,Richmond,Virginia,23272,37.5242,-77.4932
257,86707 Vahlen Pass,Charlotte,North Carolina,28235,35.26,-80.8042
258,3731 Independence Court,Sacramento,California,94286,38.3774,-121.4444
259,9509 Holmberg Court,Irving,Texas,75037,32.7673,-96.7776
260,10819 Rowland Road,Omaha,Nebraska,68124,41.2338,-96.0495
261,41394 Clarendon Trail,Detroit,Michigan,48258,42.2399,-83.1508
262,6 Northfield Place,Dallas,Texas,75287,33.0005,-96.8314
263,868 Del Mar Park,Dallas,Texas,75372,32.7673,-96.7776
264,608 Darwin Junction,Cumming,Georgia,30130,34.2216,-84.1537
265,90097 Tennyson Avenue,Saint Louis,Missouri,63126,38.5495,-90.3811
266,24 Warner Alley,Charleston,West Virginia,25326,38.2968,-81.5547
267,5 High Crossing Junction,Las Vegas,Nevada,89120,36.0914,-115.0885
268,55349 Hanson Circle,Austin,Texas,78744,30.1876,-97.7472
269,34866 Fieldstone Parkway,Port Saint Lucie,Florida,34985,27.3822,-80.409
270,0812 Buhler Hill,Erie,Pennsylvania,16550,42.1827,-80.0649
271,3 Clyde Gallagher Center,Lima,Ohio,45807,40.7955,-84.1383
272,6 Old Gate Avenue,Arlington,Virginia,22244,38.8545,-77.052
273,8093 Northport Parkway,Washington,District of Columbia,20051,38.8933,-77.0146
274,961 Gina Place,Baltimore,Maryland,21275,39.2847,-76.6205
275,77 Little Fleur Alley,Baton Rouge,Louisiana,70894,30.5159,-91.0804
276,037 Southridge Alley,Fort Worth,Texas,76134,32.6469,-97.3325
277,36235 Evergreen Crossing,Huntington,West Virginia,25711,38.4134,-82.2774
278,111 Meadow Valley Point,Dayton,Ohio,45470,39.7505,-84.2686
279,1 Glendale Street,Tucson,Arizona,85720,31.9701,-111.8907
280,130 Straubel Alley,Charlotte,North Carolina,28247,35.0656,-80.8511
281,251 Sheridan Avenue,South Lake Tahoe,California,96154,38.8753,-120.0188
282,846 Declaration Park,Washington,District of Columbia,20557,38.8874,-77.0047
283,8763 Calypso Circle,Washington,District of Columbia,20392,38.8933,-77.0146
284,3641 Oriole Plaza,Anchorage,Alaska,99507,61.1535,-149.8289
285,67387 Union Drive,Baton Rouge,Louisiana,70836,30.392,-91.0892
286,740 Ridgeview Court,Harrisburg,Pennsylvania,17126,40.2618,-76.88
287,604 Pond Crossing,Montgomery,Alabama,36104,32.373,-86.3081
288,4682 Hoffman Alley,Atlanta,Georgia,30306,33.786,-84.3514
289,5342 Ramsey Drive,Des Moines,Iowa,50936,41.6727,-93.5722
290,20 Anniversary Point,Austin,Texas,78759,30.4036,-97.7526
291,41347 Loomis Hill,Columbus,Mississippi,39705,33.5508,-88.4865
292,855 Esch Avenue,Lansing,Michigan,48956,42.7325,-84.5587
293,41372 Carpenter Road,Detroit,Michigan,48267,42.2399,-83.1508
294,36798 Crescent Oaks Plaza,Jamaica,New York,11499,40.6514,-73.8708
295,3 Elmside Parkway,Apache Junction,Arizona,85219,33.3616,-111.2795
296,8 Sommers Drive,Cumming,Georgia,30130,34.2216,-84.1537
297,4821 Heffernan Crossing,Jacksonville,Florida,32230,30.3449,-81.6831
298,08 Bay Trail,Phoenix,Arizona,85010,33.2765,-112.1872
299,937 Shasta Park,Newark,New Jersey,07188,40.7918,-74.2452
300,17643 Di Loreto Road,Los Angeles,California,90071,34.0529,-118.2549
301,11 Troy Center,Valley Forge,Pennsylvania,19495,39.9832,-75.7481
302,71 Mockingbird Court,New York City,New York,10079,40.7808,-73.9772
303,6178 Nobel Crossing,Richmond,Virginia,23220,37.5498,-77.4588
304,81 Warrior Court,San Jose,California,95160,37.2187,-121.8601
305,39463 Manufacturers Alley,Abilene,Texas,79699,32.4665,-99.7117
306,097 Rigney Trail,Youngstown,Ohio,44511,41.0704,-80.6931
307,7 Memorial Alley,El Paso,Texas,79984,31.6948,-106.3
308,006 Vidon Park,Louisville,Kentucky,40225,38.189,-85.6768
309,79 Burrows Center,Minneapolis,Minnesota,55417,44.9054,-93.2361
310,3392 Service Plaza,San Antonio,Texas,78278,29.4375,-98.4616
311,694 Carioca Trail,Allentown,Pennsylvania,18105,40.6934,-75.4712
312,22 Columbus Trail,Florence,South Carolina,29505,34.1231,-79.6893
313,3 Colorado Terrace,Lexington,Kentucky,,38.0283,-84.4715
314,41727 Amoth Place,South Bend,Indiana,46699,41.5968,-86.293
315,3437 Thackeray Parkway,Denver,Colorado,,39.6472,-105.0795
316,3 Gulseth Circle,Houston,Texas,77281,29.834,-95.4342
317,10 Meadow Valley Hill,Birmingham,Alabama,35231,33.5446,-86.9292
318,5203 Hayes Place,Grand Rapids,Michigan,49560,43.0314,-85.5503
319,10563 Packers Road,Sioux Falls,South Dakota,57198,43.6746,-96.7913
320,7 Upham Alley,Houston,Texas,,29.834,-95.4342
321,59 Texas Park,Akron,Ohio,44315,41.028,-81.4632
322,932 Sherman Road,Washington,District of Columbia,20535,38.8941,-77.0251
323,0 Vernon Way,Shawnee Mission,Kansas,66286,38.8999,-94.832
324,501 Green Crossing,Richmond,Virginia,23203,37.5593,-77.4471
325,4058 Jenifer Terrace,Albuquerque,New Mexico,87121,35.0512,-106.7269
326,88121 Weeping Birch Parkway,North Hollywood,California,91616,33.7866,-118.2987
327,920 Cascade Plaza,Dallas,Texas,75392,32.7673,-96.7776
328,70 Ridge Oak Terrace,Charlotte,North Carolina,28210,35.1316,-80.8577
329,8 Coolidge Hill,Riverside,California,92505,33.9228,-117.4867
330,1781 North Avenue,Norwalk,Connecticut,06859,41.3089,-73.3637
331,41 Pennsylvania Circle,Houston,Texas,77070,29.9781,-95.5803
332,09064 Di Loreto Circle,Tucson,Arizona,85725,31.9701,-111.8907
333,74 Havey Drive,Athens,Georgia,30610,33.9443,-83.3891
334,4 Muir Park,Colorado Springs,Colorado,80945,38.8247,-104.562
335,9295 American Ash Avenue,Brooksville,Florida,34605,28.5059,-82.4226
336,751 Barnett Terrace,Indianapolis,Indiana,,39.7509,-86.1924
337,869 Fisk Place,Newark,Delaware,19725,39.5645,-75.597
338,80273 Florence Avenue,Gadsden,Alabama,35905,33.9352,-85.9576
339,07296 Southridge Park,Dallas,Texas,75342,32.7673,-96.7776
340,33905 Prentice Avenue,Huntsville,Alabama,,34.734,-86.5229
341,6101 Hallows Point,Bonita Springs,Florida,34135,26.3771,-81.7334
342,45549 Sage Drive,Spartanburg,South Carolina,29305,35.1114,-82.1055
343,9963 Esker Point,Honolulu,Hawaii,96820,21.351,-157.8795
344,6 Iowa Point,Los Angeles,California,90030,33.7866,-118.2987
345,59 Hauk Plaza,Albuquerque,New Mexico,87105,35.0448,-106.6893
346,67526 Hallows Road,Washington,District of Columbia,,38.8933,-77.0146
347,94 Springview Drive,Los Angeles,California,,34.0515,-118.2559
348,17 Briar Crest Pass,El Paso,Texas,88589,31.6948,-106.3
349,87733 La Follette Street,Wilmington,North Carolina,28405,34.2651,-77.867
350,82 Thackeray Plaza,Stamford,Connecticut,06922,41.0516,-73.5143
351,800 Steensland Court,Topeka,Kansas,66622,39.0429,-95.7697
352,445 Maywood Drive,San Antonio,Texas,78296,29.4375,-98.4616
353,9407 Oakridge Avenue,Vancouver,Washington,,45.8016,-122.5203
354,0 5th Junction,Norfolk,Virginia,23504,36.8586,-76.2686
355,56355 Lien Point,San Diego,California,92137,32.8538,-117.1197
356,018 4th Way,Miami,Florida,,25.5584,-80.4582
357,9263 Graceland Way,Edmond,Oklahoma,,35.6665,-97.4798
358,54974 Myrtle Crossing,Bakersfield,California,93305,35.3855,-118.986
359,261 Manitowish Pass,Fresno,California,93726,36.7949,-119.7604
360,9408 Cody Alley,Muncie,Indiana,,40.2023,-85.4082
361,81 Mariners Cove Center,Wichita,Kansas,,37.6808,-97.1558
362,1955 Corry Pass,Wilkes Barre,Pennsylvania,18706,41.2044,-75.9113
363,18 Lunder Lane,Aurora,Illinois,60505,41.7582,-88.2971
364,7 Superior Avenue,Green Bay,Wisconsin,54305,44.4601,-88.0074
365,9752 Doe Crossing Court,Sacramento,California,95852,38.6026,-121.4475
366,29347 Birchwood Road,Wichita,Kansas,67215,37.6333,-97.425
367,793 Onsgard Avenue,Charleston,West Virginia,25362,38.2968,-81.5547
368,182 Autumn Leaf Drive,Birmingham,Alabama,,33.5446,-86.9292
369,494 Beilfuss Alley,Washington,District of Columbia,20392,38.8933,-77.0146
370,984 Fallview Hill,Washington,District of Columbia,20244,38.8933,-77.0146
371,7 Holmberg Trail,Philadelphia,Pennsylvania,19160,40.0018,-75.1179
372,04722 West Court,Newark,New Jersey,,40.7918,-74.2452
373,44 Lukken Lane,Tyler,Texas,75710,32.3475,-95.3065
374,191 Logan Lane,Saint Paul,Minnesota,55103,44.9608,-93.1216
375,6915 Hayes Drive,Lubbock,Texas,79405,33.571,-101.8507
376,0289 Bartillon Parkway,Stockton,California,95219,38.01,-121.3698
377,3 Sullivan Street,Lubbock,Texas,,33.6021,-101.876
378,8 Pepper Wood Parkway,Philadelphia,Pennsylvania,19104,39.9597,-75.2024
379,5609 Thackeray Point,Boston,Massachusetts,02298,42.3823,-71.0323
